분류코드,카테고리
783,스포츠/레저>스쿼시>스쿼시공
784,스포츠/레저>스쿼시>기타스쿼시용품
785,스포츠/레저>야구>야구보호대
786,스포츠/레저>야구>야구공
787,스포츠/레저>야구>야구양말
788,스포츠/레저>야구>야구가방
789,스포츠/레저>야구>기타야구용품
791,스포츠/레저>농구>농구화
792,스포츠/레저>농구>농구대
793,스포츠/레저>농구>농구공
794,스포츠/레저>농구>농구공가방
795,스포츠/레저>농구>기타농구용품
797,스포츠/레저>배구>배구공
798,스포츠/레저>배구>배구네트
799,스포츠/레저>배구>배구화
800,스포츠/레저>배구>기타배구용품
801,스포츠/레저>탁구>탁구라켓
802,스포츠/레저>탁구>탁구공
803,스포츠/레저>탁구>탁구대
804,스포츠/레저>탁구>탁구화
806,디지털/가전>네트워크장비>KVM케이블
807,디지털/가전>네트워크장비>네트워크모듈
808,디지털/가전>네트워크장비>네트워크테스트기
809,디지털/가전>네트워크장비>리피터장비
810,디지털/가전>네트워크장비>무선모뎀
811,디지털/가전>네트워크장비>모뎀
812,디지털/가전>네트워크장비>블루투스동글
813,디지털/가전>네트워크장비>선택기
814,디지털/가전>네트워크장비>스위칭허브
815,디지털/가전>네트워크장비>시리얼장비
816,디지털/가전>네트워크장비>안테나
817,디지털/가전>네트워크장비>컨버터장비
818,디지털/가전>네트워크장비>프린터공유기
819,디지털/가전>네트워크장비>기타네트워크장비
821,디지털/가전>소프트웨어>운영체제
822,디지털/가전>소프트웨어>보안/백신
823,디지털/가전>소프트웨어>사무/회계
824,디지털/가전>소프트웨어>개발툴
825,디지털/가전>소프트웨어>그래픽/멀티미디어
826,디지털/가전>소프트웨어>번역
827,디지털/가전>소프트웨어>유틸리티
828,디지털/가전>휴대폰>자급제폰
830,디지털/가전>계절가전>에어커튼
832,스포츠/레저>헬스>진동운동기
833,스포츠/레저>헬스>복근운동기구
834,스포츠/레저>헬스>거꾸리
835,스포츠/레저>헬스>벨트마사지
836,스포츠/레저>헬스>승마운동기
838,스포츠/레저>요가/필라테스>요가매트
839,스포츠/레저>요가/필라테스>기타요가용품
840,스포츠/레저>요가/필라테스>필라테스
842,스포츠/레저>인라인스케이트>주니어
844,스포츠/레저>스케이트/보드/롤러>스케이트보드
845,스포츠/레저>스케이트/보드/롤러>스케이트보드용품
846,스포츠/레저>스케이트/보드/롤러>스네이크보드
847,스포츠/레저>스케이트/보드/롤러>아이스스케이트
848,스포츠/레저>스케이트/보드/롤러>롤러슈즈
849,스포츠/레저>스케이트/보드/롤러>킥보드
850,스포츠/레저>스케이트/보드/롤러>트라이스키
852,스포츠/레저>오토바이/스쿠터>오토바이
854,스포츠/레저>축구>축구화
855,스포츠/레저>축구>풋살화
856,스포츠/레저>축구>축구공
857,스포츠/레저>축구>축구장갑
858,스포츠/레저>축구>축구보호대
859,스포츠/레저>축구>축구양말
860,스포츠/레저>축구>축구연습용품
861,스포츠/레저>축구>기타축구용품
862,스포츠/레저>야구>글러브
863,스포츠/레저>야구>헬멧
864,스포츠/레저>야구>야구화
865,스포츠/레저>야구>야구배트
866,스포츠/레저>야구>야구장갑
868,디지털/가전>PC액세서리>마우스패드
869,디지털/가전>PC액세서리>손목받침대
870,디지털/가전>PC액세서리>보안기
871,디지털/가전>PC액세서리>PC받침대
872,디지털/가전>PC액세서리>PC홀더/브라켓
873,디지털/가전>PC액세서리>키보드키스킨/스티커
874,디지털/가전>PC액세서리>클리너
875,디지털/가전>PC액세서리>케이블타이/정리함
876,디지털/가전>PC액세서리>기타PC액세서리
878,디지털/가전>노트북액세서리>노트북가방/케이스
879,디지털/가전>노트북액세서리>노트북받침대/쿨러
880,디지털/가전>노트북액세서리>노트북보안기
881,디지털/가전>노트북액세서리>노트북어댑터
882,디지털/가전>노트북액세서리>노트북용배터리
883,디지털/가전>노트북액세서리>노트북키스킨
884,디지털/가전>노트북액세서리>노트북도난방지
885,디지털/가전>노트북액세서리>기타노트북액세서리
887,디지털/가전>태블릿PC액세서리>케이스/파우치
888,디지털/가전>태블릿PC액세서리>스탠드/Dock
890,디지털/가전>모니터주변기기>모니터받침대
891,디지털/가전>모니터주변기기>모니터어댑터
892,디지털/가전>모니터주변기기>모니터브라켓
893,디지털/가전>모니터주변기기>기타모니터주변기기
895,디지털/가전>주변기기>키보드/마우스세트
897,디지털/가전>멀티미디어장비>Divx플레이어
898,디지털/가전>멀티미디어장비>PC마이크
899,디지털/가전>멀티미디어장비>휴대용스피커
900,디지털/가전>멀티미디어장비>웹캠
901,디지털/가전>멀티미디어장비>PC헤드셋
903,디지털/가전>저장장치>외장HDD
904,디지털/가전>저장장치>외장SSD
905,디지털/가전>저장장치>NAS
906,스포츠/레저>헬스>헬스사이클
907,스포츠/레저>헬스>아령/덤벨
908,스포츠/레저>헬스>줄넘기
909,스포츠/레저>헬스>훌라후프
910,스포츠/레저>헬스>일립티컬
911,스포츠/레저>헬스>스텝퍼
912,스포츠/레저>헬스>트위스트
913,스포츠/레저>헬스>트램펄린
914,디지털/가전>저장장치>USB메모리
915,디지털/가전>저장장치>HDD
916,디지털/가전>저장장치>SSD
917,디지털/가전>저장장치>기타저장장치
918,디지털/가전>저장장치>저장장치액세서리
920,디지털/가전>PC부품>CPU
921,디지털/가전>PC부품>PC케이스
922,디지털/가전>네트워크장비>라우터
923,디지털/가전>네트워크장비>AP
924,디지털/가전>네트워크장비>KVM스위치
926,생활/건강>블루레이>유아/어린이
928,디지털/가전>주방가전>진공포장기
929,디지털/가전>주방가전>음식물처리기
930,디지털/가전>주방가전>커피메이커
931,디지털/가전>주방가전>커피자판기
932,디지털/가전>주방가전>제빵기
933,디지털/가전>주방가전>거품/반죽기
934,디지털/가전>주방가전>전기그릴
935,디지털/가전>주방가전>생선그릴
936,디지털/가전>주방가전>전기팬
937,디지털/가전>주방가전>튀김기
938,디지털/가전>주방가전>핸드블렌더
939,디지털/가전>주방가전>홍삼제조기
940,디지털/가전>주방가전>식품건조기
941,디지털/가전>주방가전>두부두유제조기
942,디지털/가전>주방가전>요구르트제조기
943,디지털/가전>주방가전>아이스크림제조기
944,디지털/가전>주방가전>죽제조기
945,디지털/가전>주방가전>샌드위치제조기
946,디지털/가전>주방가전>와플제조기
947,디지털/가전>주방가전>탄산수제조기
948,디지털/가전>주방가전>기타주방가전
950,디지털/가전>자동차기기>핸즈프리
952,디지털/가전>학습기기>전자사전
953,디지털/가전>학습기기>전자책
954,디지털/가전>학습기기>어학학습기
955,디지털/가전>학습기기>학습보조기
956,디지털/가전>학습기기>보이스레코더
958,디지털/가전>게임기/타이틀>가정용게임기
959,디지털/가전>게임기/타이틀>휴대용게임기
960,디지털/가전>게임기/타이틀>PC게임
961,디지털/가전>게임기/타이틀>게임타이틀
963,디지털/가전>PC>브랜드PC
964,디지털/가전>PC>조립/베어본PC
965,디지털/가전>PC>서버/워크스테이션
967,스포츠/레저>골프>골프화
968,스포츠/레저>골프>골프공
969,스포츠/레저>골프>로스트볼
971,식품>유가공품>생크림
972,식품>유가공품>마가린
973,식품>유가공품>버터
975,식품>과자/베이커리>엿
976,식품>과자/베이커리>젤리
977,식품>과자/베이커리>푸딩
978,식품>과자/베이커리>캐러멜
980,식품>다이어트식품>기타다이어트식품
981,스포츠/레저>등산>등산화
982,스포츠/레저>등산>등산가방
983,스포츠/레저>캠핑>타프
984,스포츠/레저>캠핑>천막
985,스포츠/레저>캠핑>침낭
987,생활/건강>생활용품>생활선물세트
989,생활/건강>원예/식물>공기정화식물
990,생활/건강>원예/식물>관엽식물
991,생활/건강>원예/식물>다육식물
992,생활/건강>원예/식물>수경식물
993,생활/건강>원예/식물>식용식물
994,생활/건강>원예/식물>넝쿨식물
995,생활/건강>원예/식물>허브식물
996,생활/건강>원예/식물>천연잔디
997,생활/건강>원예/식물>미니화분
998,생활/건강>원예/식물>분재
999,생활/건강>원예/식물>숯부작
1000,생활/건강>원예/식물>토피어리
1002,생활/건강>정원/원예용품>물조리개
1003,생활/건강>정원/원예용품>수반
1004,생활/건강>정원/원예용품>원예부자재
1005,생활/건강>정원/원예용품>자갈/모래/흙
1006,생활/건강>정원/원예용품>정원데코
1007,생활/건강>정원/원예용품>정원부자재
1008,생활/건강>정원/원예용품>조경수/묘목
1009,생활/건강>정원/원예용품>화분
1010,생활/건강>정원/원예용품>화분대
1011,생활/건강>정원/원예용품>화분받침
1012,생활/건강>정원/원예용품>화분영양제/비료
1013,생활/건강>원예/식물>씨앗/모종
1014,생활/건강>원예/식물>조화
1015,생활/건강>원예/식물>보존화
1016,생활/건강>원예/식물>금꽃
1017,생활/건강>원예/식물>비누꽃
1018,생활/건강>원예/식물>종이꽃
1019,생활/건강>블루레이>애니메이션
1020,생활/건강>블루레이>뮤직비디오
1021,생활/건강>블루레이>취미/스포츠
1022,생활/건강>블루레이>종교
1023,생활/건강>블루레이>교육
1024,생활/건강>블루레이>교양/다큐멘터리
1026,생활/건강>눈건강용품>렌즈세정액
1027,생활/건강>눈건강용품>렌즈세척기
1028,생활/건강>눈건강용품>안대
1030,생활/건강>발건강용품>건강슬리퍼
1031,생활/건강>발건강용품>다리/발마사지기
1032,생활/건강>발건강용품>발지압/발매트
1033,생활/건강>발건강용품>족욕/족탕기
1034,생활/건강>발건강용품>발보호대/패드
1035,생활/건강>발건강용품>발가락교정기
1036,생활/건강>발건강용품>발냄새제거제
1037,생활/건강>발건강용품>발각질제거기
1039,생활/건강>안마용품>안마의자
1040,생활/건강>안마용품>안마기
1041,생활/건강>안마용품>쿠션안마기
1042,생활/건강>안마용품>안마매트
1043,생활/건강>안마용품>기타안마용품
1045,생활/건강>수납/정리용품>바구니
1046,생활/건강>수납/정리용품>소품걸이
1047,생활/건강>수납/정리용품>옷커버
1048,생활/건강>수납/정리용품>압축팩
1049,생활/건강>수납/정리용품>선풍기커버
1051,생활/건강>청소용품>밀대/패드
1052,생활/건강>청소용품>빗자루/쓰레받기
1053,생활/건강>청소용품>걸레
1054,생활/건강>청소용품>먼지떨이/먼지제거기
1055,생활/건강>청소용품>솔
1056,생활/건강>청소용품>유리닦이용품
1057,생활/건강>청소용품>테이프클리너
1058,생활/건강>청소용품>회전청소기
1059,생활/건강>청소용품>매직블럭
1060,생활/건강>청소용품>기타청소용품
1062,디지털/가전>이미용가전>이미용가전액세서리
1063,디지털/가전>계절가전>냉온풍기
1064,디지털/가전>계절가전>라디에이터
1065,디지털/가전>주방가전>냉동고
1066,디지털/가전>주방가전>가스레인지후드
1067,디지털/가전>주방가전>전자레인지
1068,디지털/가전>주방가전>인덕션
1069,디지털/가전>주방가전>하이라이트
1070,디지털/가전>주방가전>핫플레이트
1071,디지털/가전>주방가전>쥬서기/녹즙기
1072,디지털/가전>주방가전>믹서기
1073,디지털/가전>주방가전>빙수기
1074,디지털/가전>주방가전>분쇄기
1075,디지털/가전>이미용가전>기타이미용가전
1077,식품>냉동/간편조리식품>피자
1078,식품>냉동/간편조리식품>핫도그
1079,식품>냉동/간편조리식품>햄버거
1080,식품>냉동/간편조리식품>딤섬
1081,식품>냉동/간편조리식품>만두
1082,식품>냉동/간편조리식품>채식푸드
1083,식품>냉동/간편조리식품>샐러드
1084,식품>냉동/간편조리식품>어묵
